Tweet,Message,Match,Polarity
1551, Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1552, RT    Did you know that opening a Registered Education Savings Plan for a child can give you access to education savings incentives p,savings,positive
1553, Academia is incredibly f ed up  I have never ever ever seen a university statement like this  My god     The Washin,"incredibly,like",positive
1554, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1555, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1556, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1557, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1558, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1559, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1560, RT       CostaRica  11 university students protesting against cuts in public education were arrested by cops  last ni,protesting,negative
1561, RT    I really love the idea of being able to go back to university or do a bunch of free FE courses at some point in the future  and,"love,free",positive
1562, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1563, RT     Climate repair  or greenwashing  On the   Uni ties with the fossil industry in a time of climate emergency  The,emergency,negative
1564, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1565, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1566, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1567, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1568, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1569, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1570, I was honoured to attend Shiftkey Labs Government Technology Hackathon last evening on behalf of Labi Kousoulis  Mi,NONE,neutral
1571, Free Education University  gt  gt  How to get grants for trade or vocational school  community colleges  or a university,free,positive
1572, RT   hindu  Naveen Patnaik said improving the quality of education at all levels of the education system is a top priority of his govern,"improving,top",positive
1573, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1574, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1575, RT    This tweet about   s dishonest and shameful scaremongering of their students has been bothering me all morning  He,"dishonest,shameful,bothering",negative
1576, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1577, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1578, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1579, Climate repair  or greenwashing  On the   Uni ties with the fossil industry in a time of climate emergenc,NONE,neutral
